OBJECTID,Facility_Name,Type,Owner,County,Latitude,Longitude
4608,Kisauni Dispensary,Dispensary,Local Authority,Mombasa,-4.02601000000,39.69393000000
4609,Kisauni Drop In VCT,VCT Centre (Stand-Alone),Non-Governmental Organizations,Mombasa,-4.02369000000,39.68734000000
4610,Kisauni Medical Clinic,Medical Clinic,Private Enterprise (Institution),Kilifi,-3.62741000000,39.85219000000
4611,Kisayani Health Centre,Health Centre,Ministry of Health,Kitui,-1.42771000000,38.10994000000
4612,Kisayani Medical Clinic-kibwezi west,Medical Clinic,Private Practice - Clinical Officer,Makueni,-2.32357000000,38.01552000000
4613,Kisegi Sub-District Hospital,Sub-District Hospital,Ministry of Health,Homa Bay,-0.64686000000,34.05712000000
4614,Kisekini Dispensary,Dispensary,Ministry of Health,Kitui,-1.41155000000,38.01551000000
4615,Kisembe Dispensary,Dispensary,Ministry of Health,Kakamega,0.35586000000,34.61191000000
4616,Kisembo Dispensary,Dispensary,Private Enterprise (Institution),Nairobi,-1.31332000000,36.78999000000
4617,Kisera Dispensary,Dispensary,Ministry of Health,West Pokot,1.36660000000,35.52756000000
4618,Kiserian Dispensary,Dispensary,Other Faith Based,Baringo,0.55011000000,36.12037000000
4619,Kiserian Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kajiado,-1.42860000000,36.68643000000
4620,Kisesini Dispensary,Dispensary,Ministry of Health,Machakos,-1.45639000000,37.78692000000
4621,Kiseuni Dispensary,Dispensary,Ministry of Health,Machakos,-0.94348000000,37.74230000000
4622,Kiseuni Dispensary (Kitui),Dispensary,Ministry of Health,Kitui,-1.84207000000,38.02393000000
4623,Kiseveni Dispensary,Dispensary,Ministry of Health,Kitui,-1.25993000000,37.85411000000
4624,Kishaunet Dispensary,Dispensary,Ministry of Health,West Pokot,1.16700000000,35.24899000000
4625,Kishon,Health Centre,Non-Governmental Organizations,Narok,-1.46059000000,35.38831000000
4626,Kishushe Dispensary,Dispensary,Ministry of Health,Taita Taveta,-3.27830000000,38.32380000000
4627,Kisii Blood Satellite,Regional Blood Transfusion Centre,Ministry of Health,Kisii,-0.67132000000,34.77133000000
4628,Kisii Campus Dispensary,Dispensary,Other Public Institution,Kisii,-0.69166000000,34.78242000000
4629,Kisii County Beyond Zero Mobile Clinic,Medical Clinic,Ministry of Health,Kisii,-0.67132000000,34.77133000000
4630,Kisii Hospital (Level 5),District Hospital,Ministry of Health,Kisii,-0.67132000000,34.77133000000
4631,Kisiiki Dispensary,Dispensary,Ministry of Health,Machakos,-1.08669000000,37.44266000000
4632,Kisima Community Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Samburu,0.94679000000,36.76537000000
4633,Kisima Health Centre,Dispensary,Ministry of Health,Samburu,0.94261000000,36.76375000000
4634,Kisimani Health Services,Health Centre,Private Enterprise (Institution),Mombasa,-4.02609000000,39.69560000000
4635,Kisiwani VCT,VCT Centre (Stand-Alone),Other Faith Based,Mombasa,-4.04794000000,39.66779000000
4636,Kisoi Munyao Memorial Dispensary,Dispensary,Ministry of Health,Makueni,-1.69107000000,37.57943000000
4637,Kisok Dispensary,Dispensary,Community,Baringo,0.40283000000,35.70973000000
4638,Kisonei Dispensary,Dispensary,Ministry of Health,Baringo,0.25640000000,35.72153000000
4639,Kisor Dispensary,Dispensary,Ministry of Health,Uasin Gishu,0.51965000000,35.20554000000
4640,Kisovo Dispensary,Dispensary,Ministry of Health,Kitui,-1.10564000000,38.13720000000
4641,Kisukioni Dispensary,Dispensary,Ministry of Health,Machakos,-1.22458000000,37.27116000000
4642,Kisukioni Medical Clinic,Medical Clinic,Private Enterprise (Institution),Machakos,-1.23210000000,37.28630000000
4643,Kisumu Beyond Zero Mobile Clinic,Dispensary,Ministry of Health,Kisumu,-0.10464000000,34.75321000000
4644,Kisumu Diagnostic Center,Laboratory (Stand-alone),Private Enterprise (Institution),Kisumu,-0.10151000000,34.75298000000
4645,Kisumu District Hospital,District Hospital,Ministry of Health,Kisumu,-0.10181000000,34.75600000000
4646,Kisumu International Airport Dispensary,Dispensary,Ministry of Health,Kisumu,-0.08225000000,34.72832000000
4647,Kisumu Police Lines Dispensary,Dispensary,Ministry of Health,Kisumu,-0.10085600000,34.76095200000
4648,Kisyoka Dispensary,Dispensary,Ministry of Health,Kitui,-1.54721000000,37.89636000000
4649,Kitaima Dispensary,Dispensary,Ministry of Health,Bomet,-0.41476000000,35.20007000000
4650,Kitalale Dispensary,Dispensary,Ministry of Health,Trans Nzoia,0.98400000000,34.91626000000
4651,Kitale Cottage Hospital,Nursing Home,Private Practice - Medical Specialist,Trans Nzoia,1.01546000000,35.00812000000
4652,Kitale District Hospital,District Hospital,Ministry of Health,Trans Nzoia,1.01605000000,35.00888000000
4653,Kitale Eye Care Clinic,Eye Clinic,Private Practice - Clinical Officer,Trans Nzoia,1.01461000000,35.00285000000
4654,Kitale Medical Centre - Dr Kamau's MC,Medical Clinic,Private Practice - Medical Specialist,Trans Nzoia,1.01662000000,35.00750000000
4655,Kitale Medical Centre - Dr Kiprop's MC,Dental Clinic,Private Practice - Medical Specialist,Trans Nzoia,1.01662000000,35.00750000000
4656,Kitale Medical Centre - Dr Omunyin,Medical Clinic,Private Practice - General Practitioner,Trans Nzoia,1.01662000000,35.00750000000
4657,Kitale Medical Centre - Dr Onyango's MC,Medical Clinic,Private Practice - General Practitioner,Trans Nzoia,1.01662000000,35.00750000000
4658,Kitale Medical Centre - Sloam CBO,Medical Clinic,Non-Governmental Organizations,Trans Nzoia,1.01662000000,35.00750000000
4659,Kitale Mobile Clinic,Dispensary,Other Faith Based,Trans Nzoia,1.02847000000,34.99158000000
4660,Kitale Nursing Home,Other Hospital,Private Enterprise (Institution),Trans Nzoia,1.02420000000,34.99234000000
4661,Kitale Sch Sanatorium,Dispensary,Other Public Institution,Trans Nzoia,0.99675000000,35.00301000000
4662,Kitambaasye Dispensary,Dispensary,Ministry of Health,Machakos,-1.12497000000,37.29197000000
4663,Kitamwiki Community Dispensary,Dispensary,Community,Kitui,-1.23044000000,37.95639000000
4664,Kitangani Dispensary,Dispensary,Ministry of Health,Machakos,-1.04131000000,37.65758000000
4665,Kitare Health Centre,Health Centre,Ministry of Health,Homa Bay,-0.50600000000,34.33066000000
4666,Kiteje Dispensary,Dispensary,Ministry of Health,Kwale,-4.11782000000,39.35132000000
4667,kitende Dispensary,Dispensary,Ministry of Health,Makueni,-1.99368000000,37.65609000000
4668,Kiteng'ei Dispensary,Dispensary,Ministry of Health,Makueni,-2.49868000000,38.23400000000
4669,Kitengela Centre of Hope Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kajiado,-1.47387000000,36.96683000000
4670,Kitengela Dental Clinic,Dental Clinic,Private Practice - Unspecified,Kajiado,-1.47502000000,36.95848000000
4671,Kitengela ENT and Medical Centre,Medical Clinic,Private Practice - Clinical Officer,Kajiado,-1.47755000000,36.95924000000
4672,Kitengela Health Centre,Health Centre,Ministry of Health,Kajiado,-1.47036000000,36.95439000000
4673,Kitengela Medical Services,Health Centre,Private Enterprise (Institution),Kajiado,-1.47115000000,36.96330000000
4674,Kitengela Medical Services Kajiado,Health Centre,Private Practice - General Practitioner,Kajiado,-1.84235000000,36.04567000000
4675,Kitengela Pona Services,Health Centre,Private Practice - General Practitioner,Kajiado,-1.48515000000,36.95537000000
4676,Kitere Minhaj Dispensary,Dispensary,Ministry of Health,Tana River,-1.95923000000,40.14906000000
4677,Kithatu Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Meru,-0.13666000000,37.69626000000
4678,Kithayoni Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Machakos,-1.49656000000,37.26510000000
4679,Kithegi Dispensary,Dispensary,Ministry of Health,Embu,-0.50586000000,37.55029000000
4680,Kitheo Dispensary,Dispensary,Ministry of Health,Meru,0.15389000000,37.82409000000
4681,Kitheuni Dispensary,Dispensary,Ministry of Health,Machakos,-1.20411000000,37.64843000000
4682,Kithima (ABC) Dispensary,Dispensary,Other Faith Based,Machakos,-1.40056000000,37.25086000000
4683,Kithimani Dispensary,Dispensary,Ministry of Health,Machakos,-1.13942000000,37.44677000000
4684,Kithimani Medical Clinic,Medical Clinic,Private Enterprise (Institution),Machakos,-1.21477000000,37.50640000000
4685,Kithimu Dispensary,Dispensary,Ministry of Health,Embu,-0.51213000000,37.51841000000
4686,Kithito Medical Centre,Medical Clinic,Private Practice - Nurse / Midwife,Kitui,-1.31340000000,38.51800000000
4687,Kithituni Health Care Clinic,Medical Clinic,Other Faith Based,Makueni,-2.07986000000,37.47466000000
4688,Kithoka Chemist,Not in List,Private Practice - Unspecified,Meru,0.04536000000,37.65643000000
4689,Kithoka Outreach Clinic,Medical Clinic,Private Enterprise (Institution),Meru,0.12410700000,37.66920000000
4690,Kithuki Health Centre,Health Centre,Ministry of Health,Makueni,-1.99199000000,37.85613000000
4691,Kithunguriri Dispensary,Dispensary,Ministry of Health,Embu,-0.37769000000,37.47783000000
4692,Kithunguthia Dispensary,Dispensary,Ministry of Health,Embu,0.00000000000,37.57058000000
4693,Kithuni Dispensary,Dispensary,Ministry of Health,Makueni,-1.74712000000,37.37560000000
4694,Kithyoko Health Centre,Health Centre,Ministry of Health,Machakos,-1.04619000000,37.83971000000
4695,Kithyoko Mercy Medical Clinic,Medical Clinic,Private Enterprise (Institution),Machakos,-1.04928000000,37.83858000000
4696,Kithyululu Dispensary,Dispensary,Ministry of Health,Makueni,-2.39920000000,38.17276000000
4697,Kiti Dispensary,Dispensary,Ministry of Health,Nakuru,-0.26994000000,36.10709000000
4698,Kitise Health Centre,Health Centre,Ministry of Health,Makueni,-2.05866000000,37.87776000000
4699,Kitise Rural Development VCT,VCT Centre (Stand-Alone),Non-Governmental Organizations,Makueni,-2.05336000000,37.88399000000
4700,Kititu Dispensary,Dispensary,Ministry of Health,Machakos,-1.68267000000,37.37198000000
4701,Kitoben Dispensary,Dispensary,Ministry of Health,Bomet,-0.73250000000,35.40991000000
4702,Kitobo Dispensary (Taveta),Dispensary,Ministry of Health,Taita Taveta,-3.44008000000,37.61278000000
4703,Kitogo Dispensary,Dispensary,Ministry of Health,Nyandarua,-0.57163000000,36.60619000000
4704,Kitoi Dispensary,Dispensary,Community,Kericho,-0.10053000000,35.29834000000
4705,Kitonyoni Dispensary,Dispensary,Ministry of Health,Makueni,-1.95395000000,37.65402000000
4706,Kitui Afya Medical,Medical Clinic,Private Practice - Clinical Officer,Kitui,-1.36304000000,38.00867000000
4707,Kitui County Beyond Zero Campaign,Health Programme,Ministry of Health,Kitui,-1.37053000000,38.01235000000
4708,Kitui County Beyond Zero Campaign Mobile Clinic (2),Dispensary,Ministry of Health,Kitui,-1.37155000000,38.01257000000
4709,Kitui County Beyond Zero Campaign Mobile Clinic (3),Medical Clinic,Ministry of Health,Kitui,-1.37055000000,38.12660000000
4710,Kitui District Hospital,District Hospital,Ministry of Health,Kitui,-1.36984000000,38.01367000000
4711,Kitui Quality Care,Nursing Home,Private Enterprise (Institution),Kitui,-1.36881000000,38.00821000000
4712,Kituka Dispensary,Dispensary,Ministry of Health,Migori,-0.96724000000,34.22604000000
4713,Kituluni Dispensary,Dispensary,Ministry of Health,Machakos,-1.17559000000,37.24224000000
4714,Kitum Dispensary,Dispensary,Ministry of Health,Trans Nzoia,1.03417000000,34.78163000000
4715,Kitundu (GOK) Dispensary,Dispensary,Ministry of Health,Makueni,-1.68968000000,37.47366000000
4716,Kitundu (SDA) Dispensary,Dispensary,Christian Health Association of Kenya,Makueni,-1.68698000000,37.48007000000
4717,Kitundu Dispensary (Katulani District),Dispensary,Ministry of Health,Kitui,-1.46044000000,37.98808000000
4718,Kitunduni Dispensary,Dispensary,Ministry of Health,Machakos,-1.49047000000,37.34024000000
4719,Kituneni Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Machakos,-1.28848000000,37.41160000000
4720,Kitungati Dispensary,Dispensary,Ministry of Health,Kitui,-1.51134000000,38.05017000000
4721,Kituro Health Centre,Health Centre,Ministry of Health,Baringo,0.47839000000,35.78888000000
4722,Kituruni Dispensary,Dispensary,Ministry of Health,Marsabit,2.21687000000,37.98013000000
4723,Kiu (AIC) Dispensary,Dispensary,Christian Health Association of Kenya,Makueni,-1.89923000000,37.16335000000
4724,Kiumbu Health Centre,Health Centre,Ministry of Health,Kirinyaga,-0.71739000000,37.46682000000
4725,Kiunga Health Centre,Health Centre,Ministry of Health,Lamu,-1.74409000000,41.48832000000
4726,Kiungururia Afya Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Nakuru,-0.34821500000,36.35049000000
4727,Kiunyu Dispensary,Dispensary,Ministry of Health,Murang'a,-0.94456000000,37.01070000000
4728,Kiuu Dispensary,Dispensary,Ministry of Health,Nyeri,-0.60765000000,37.15552000000
4729,Kivaa Health Centre,Health Centre,Ministry of Health,Machakos,-0.85341000000,37.69649000000
4730,Kivaa medical,Medical Clinic,Private Practice - Nurse / Midwife,Machakos,-0.85569000000,37.69575000000
4731,Kivaani Health Centre,Health Centre,Ministry of Health,Machakos,-1.36355000000,37.39486000000
4732,Kivani Dispensary,Dispensary,Ministry of Health,Makueni,-1.72171000000,37.37571000000
4733,Kivani Dispensary (Kitui West),Dispensary,Ministry of Health,Kitui,-1.16662000000,37.89066000000
4734,Kiveetyo Dispensary,Dispensary,Ministry of Health,Makueni,-1.64286000000,37.41525000000
4735,Kiviu Dispensary,Dispensary,Ministry of Health,Kitui,-1.21837000000,38.09613000000
4736,Kivuli Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Nairobi,-1.29052000000,36.72736000000
4737,Kivuuni Dispensary,Dispensary,Ministry of Health,Kitui,-1.61166000000,38.14396000000
4738,Kiwa Island Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.75130000000,34.03312000000
4739,Kiwa Laboratory,Laboratory (Stand-alone),Private Practice - Unspecified,Murang'a,-0.79084000000,37.13041000000
4740,Kiwalwa Dispensary,Dispensary,Ministry of Health,Taita Taveta,-3.42690000000,37.68860000000
4741,Kiwamu Dispensary,Health Centre,Ministry of Health,Nakuru,-0.23643000000,36.16713000000
4742,Kiwandani Dispensary,Dispensary,Ministry of Health,Kilifi,-3.56840000000,39.87620000000
4743,Kiwara Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nyeri,-0.22456900000,37.81896000000
4744,Kiwawa (ACCK) Dispensary,Dispensary,Other Faith Based,West Pokot,2.01374000000,35.02646000000
4745,Kiwawa GOK Dispensary,Dispensary,Ministry of Health,West Pokot,2.01672000000,35.01907000000
4746,Kiwayuu Dispensary,Dispensary,Ministry of Health,Lamu,-2.01596000000,41.26348000000
4747,Kizibe Dispensary,Dispensary,Ministry of Health,Kwale,-4.25582000000,39.30133200000
4748,Kizimani mission Clinic,Medical Clinic,Private Enterprise (Institution),Machakos,-1.35435000000,37.39744000000
4749,Kizingitini Dispensary,Dispensary,Ministry of Health,Lamu,-2.07302000000,41.14640000000
4750,Kizingo Health Centre,Health Centre,Ministry of Health,Kilifi,-3.78195000000,39.67704000000
4751,Kkit Nursing Home,Nursing Home,Private Enterprise (Institution),Kajiado,-1.39533000000,36.73252000000
4752,Kkit Nursing Home Annex,Medical Clinic,Private Enterprise (Institution),Kajiado,-1.40342000000,36.80417000000
4753,Kliniq,Medical Clinic,Private Practice - Medical Specialist,Nakuru,-0.28448000000,36.07132000000
4754,Kmc Clinic Mwichune,Medical Clinic,Private Practice - Nurse / Midwife,Meru,-0.09448000000,37.66361000000
4755,Kmc Staff Clinic,Medical Clinic,Parastatal,Machakos,-1.44757000000,36.92870000000
4756,K-Met Corkran,Dispensary,Non-Governmental Organizations,Kisumu,-0.08296000000,34.76724000000
4757,Kmq Dispensary,Dispensary,Ministry of Health,Kajiado,-1.94335000000,36.69185000000
4758,Kmtc Dispensary,VCT Centre (Stand-Alone),Ministry of Health,Nairobi,-1.23948000000,36.80485000000
4759,Kmtc Mombasa Students Clinic,Medical Clinic,Ministry of Health,Mombasa,-4.04768000000,39.67279000000
4760,Kobodo Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.45870000000,34.54260000000
4761,Kobos Health Centre,Health Centre,Ministry of Health,Trans Nzoia,1.08560000000,34.67853000000
4762,Kobujoi Forest,Dispensary,Ministry of Health,Nandi,0.06592000000,34.93590000000
4763,Kobujoi Forest Dispensary,Dispensary,Ministry of Health,Nandi,0.06114000000,34.97658000000
4764,Kobujoi Mission Health Centre,Health Centre,Other Faith Based,Nandi,0.05668000000,34.97592000000
4765,Kobuya Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.35144000000,34.78689000000
4766,Kochola Dispensary,Dispensary,Ministry of Health,Migori,-0.70786000000,34.56271000000
4767,Kocholwo Sub-District Hospital,Sub-District Hospital,Ministry of Health,Elgeyo Marakwet,0.22730000000,35.66171000000
4768,Kodiaga Prison Health Centre,Health Centre,Ministry of Health,Kisumu,-0.06211000000,34.70884000000
4769,Kodich Dispensary,Dispensary,Ministry of Health,West Pokot,1.63284000000,35.04483000000
4770,Kodula Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.34510000000,34.79000000000
4771,Koduogo Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.57000000000,34.40000000000
4772,Koduol Reru Dispensary,Dispensary,Ministry of Health,Kisumu,-0.19410000000,34.84215000000
4773,Kogari Dispensary,Dispensary,Ministry of Health,Embu,-0.51217000000,37.79996000000
4774,Kogelo Dispensary,Dispensary,Ministry of Health,Siaya,0.00716000000,34.34480000000
4775,Kogelo Oasis Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Migori,-0.75681000000,34.60020000000
4776,Kogweno Oriang' Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.39146000000,34.63092000000
4777,Kohanga Dispensary,Health Centre,Ministry of Health,Migori,-1.12116000000,34.57920000000
4778,Koibarak Dispensary,Dispensary,Ministry of Health,Nandi,0.13452000000,34.88314000000
4779,Koibatal Medical,Medical Clinic,Private Practice - General Practitioner,Uasin Gishu,0.61400000000,35.39654000000
4780,Koibem Dispensary,Dispensary,Ministry of Health,Nandi,0.15978000000,34.94258000000
4781,Koilot Health Centre,Health Centre,Ministry of Health,Nandi,0.14452000000,35.28614000000
4782,Koimbi Medical Clinic,Medical Clinic,Private Enterprise (Institution),Murang'a,-0.70192500000,36.98800000000
4783,Koimiret Dispensary,Dispensary,Ministry of Health,Bomet,-0.83696000000,35.22876000000
4784,Koisagat Dispensary (Kipkelion),Dispensary,Community,Kericho,-0.17332000000,35.36943000000
4785,Koisagat Tea Dispensary,Dispensary,Company Medical Service,Nandi,0.10051000000,35.26437000000
4786,Koitaburot Dispensary,Dispensary,Ministry of Health,Kericho,-0.20781000000,35.19744000000
4787,Koitebes Dispensary,Dispensary,Ministry of Health,Baringo,0.14528000000,35.84098000000
4788,Koitugum Dispensary,Dispensary,Ministry of Health,Elgeyo Marakwet,0.97586000000,35.36901000000
4789,Koiwa Health Centre,Health Centre,Ministry of Health,Bomet,-0.61911000000,35.36066000000
4790,Koiwa Medical Clinic,Health Centre,Company Medical Service,Bomet,-0.57995000000,35.29690000000
4791,Koiwalelach Dispensary,Dispensary,Community,Kericho,-0.45949000000,35.09641000000
4792,Koiyat Dispensary,Dispensary,Ministry of Health,Kericho,-0.37519000000,35.09359000000
4793,Kojonga Dispensary,Dispensary,Ministry of Health,Narok,-0.96615000000,36.13057000000
4794,Kokech Mirondo Health Center,Health Centre,Ministry of Health,Homa Bay,-0.50455000000,34.69198000000
4795,Kokiselei Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Turkana,4.05560000000,35.70330000000
4796,Kokotoni Dispensary,Dispensary,Ministry of Health,Kilifi,-3.92054000000,39.52444000000
4797,Kokuro Dispensary,Dispensary,Ministry of Health,Turkana,4.67074100000,35.71282100000
4798,Kokwa Dispensary,Dispensary,Ministry of Health,Baringo,0.06067000000,36.07001000000
4799,Kokwanyo Health Centre,Health Centre,Ministry of Health,Homa Bay,-0.41206000000,34.78627000000
4800,Kokwet Dispensary,Dispensary,Ministry of Health,Nandi,0.31177000000,35.12547000000
4801,Kokwet Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nandi,0.20441000000,35.09666000000
4802,Kokwongoi Dispensary,Dispensary,Ministry of Health,Elgeyo Marakwet,1.02227000000,35.42904000000
4803,Kokwotendwo Dispensary,Dispensary,Ministry of Health,West Pokot,1.43319000000,35.43422000000
4804,Kokwototo Dispensary,Dispensary,Christian Health Association of Kenya,Baringo,0.89185000000,36.28350000000
4805,Kola Health Centre,Health Centre,Ministry of Health,Machakos,-1.70680000000,37.35082000000
4806,Kolanya Salvation Army Dispensary,Dispensary,Christian Health Association of Kenya,Busia,0.70583000000,34.39716000000
4807,Kolenyo Dispensary,Dispensary,Ministry of Health,Kisumu,-0.09446000000,34.47192000000
4808,Koloch Dispensary,Dispensary,Other Faith Based,Nandi,0.08552000000,34.88239000000
4809,Kolongolo C.M Dispensary,Dispensary,Other Faith Based,Trans Nzoia,1.13300000000,34.58289000000
4810,Koloo Dispensary,Dispensary,Community Development Fund,Migori,-0.89747000000,34.44764000000
4811,Kolowa Health Centre,Health Centre,Ministry of Health,Baringo,1.21620000000,35.75870000000
4812,Kolwal Dispensary,Dispensary,Community Development Fund,Migori,-0.98730000000,34.50659000000
4813,Koma Hill Medical Centre,Medical Clinic,Private Practice - Clinical Officer,Machakos,-1.29055000000,37.21435000000
4814,Komarock Medical Clinic,Medical Clinic,Private Enterprise (Institution),Nairobi,-1.26950000000,36.90634000000
4815,Komarock Morden Medical Care,Health Centre,Private Practice - General Practitioner,Nairobi,-1.26622000000,36.91062000000
4816,Komba Belio Dispensary Kiptabus,Dispensary,Ministry of Health,Elgeyo Marakwet,0.67889000000,35.50678000000
4817,Kombato Dispensary,Dispensary,Ministry of Health,Migori,-0.97484000000,34.33921000000
4818,Kombe Dispensary,Dispensary,Ministry of Health,Migori,-1.10441000000,34.58000000000
4819,Kombe Dispensary (Nandi Central),Dispensary,Ministry of Health,Nandi,0.26641000000,35.03828000000
4820,Kombeni Dispensary,Dispensary,Ministry of Health,Kilifi,-3.91280000000,39.58706000000
4821,Kombewa District Hospital,District Hospital,Ministry of Health,Kisumu,-0.10345000000,34.51792000000
4822,Kome Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.65000000000,34.60000000000
4823,Komolion Dispensary,Dispensary,Ministry of Health,Baringo,0.69994000000,36.08500000000
4824,Komomange Dispensary,Dispensary,Ministry of Health,Migori,-1.19087000000,34.58630000000
4825,Komosoko Dispensary,Dispensary,Ministry of Health,Migori,-1.20915000000,34.44429000000
4826,Komotobo Mission Health Centre,Health Centre,Christian Health Association of Kenya,Migori,-1.28176000000,34.61941000000
4827,Kona Clinic,Medical Clinic,Private Enterprise (Institution),Kakamega,0.82980700000,35.09083700000
4828,Kondabilet Dispensary,Dispensary,Ministry of Health,Elgeyo Marakwet,0.91401000000,35.43680000000
4829,Kondamet Dispensary,Dispensary,Ministry of Health,Narok,-1.37142000000,34.81707000000
4830,Kongelai Dispensary,Dispensary,Ministry of Health,West Pokot,1.44674000000,34.99651000000
4831,Kongoli Dispensary,Dispensary,Ministry of Health,Bungoma,0.56548000000,34.45678000000
4832,Kongoni Dispensary,Dispensary,Private Enterprise (Institution),Laikipia,0.08227000000,37.16625000000
4833,Kongoni Health Centre,Health Centre,Ministry of Health,Kakamega,0.78012000000,35.12526000000
4834,Kongoro Dispensary,Dispensary,Community,Nandi,0.00396200000,34.91927200000
4835,Kongowea Health Centre,Dispensary,Local Authority,Mombasa,-4.04135000000,39.68408000000
4836,Kongowea Medical Clinic,Medical Clinic,Private Enterprise (Institution),Mombasa,-4.03970000000,39.68000000000
4837,Konton Dispensary,Dispensary,Ministry of Health,Wajir,2.02017000000,40.91172000000
4838,Konyao Dispensary,Dispensary,Ministry of Health,West Pokot,1.78654000000,35.05103000000
4839,Konyu Dispensary,Dispensary,Ministry of Health,Kitui,-0.42161000000,37.98440000000
4840,Kopanga Dispensary,Dispensary,Christian Health Association of Kenya,Migori,-1.13742000000,34.29808000000
4841,Kopeeto Dispensary,Dispensary,Ministry of Health,Turkana,2.31124000000,35.22434000000
4842,Kopiata Beach Dispensary (Rarieda),Dispensary,Ministry of Health,Siaya,-0.31889000000,34.37009000000
4843,Kopolo Clinic,Dispensary,Private Enterprise (Institution),Siaya,-0.00918800000,34.34690000000
4844,Kopsiro Health Centre,Health Centre,Ministry of Health,Bungoma,0.82277000000,34.59030000000
4845,Korakora Health Centre,Health Centre,Ministry of Health,Garissa,-0.60757000000,39.78022000000
4846,Korao Dispensary,Dispensary,Ministry of Health,Nakuru,-0.47666000000,35.58496000000
4847,Korbesa Dispensary,Dispensary,Ministry of Health,Isiolo,1.21253000000,38.78803000000
4848,Koricha Dispensary,Dispensary,Ministry of Health,Wajir,1.91059000000,39.55007000000
4849,Koriema Dispensary,Dispensary,Ministry of Health,Baringo,0.45606000000,35.86186000000
4850,Korisa Dispensary,Dispensary,Ministry of Health,Garissa,-1.89815000000,40.25347000000
4851,Korogocho Health Centre,Health Centre,Ministry of Health,Nairobi,-1.23404000000,36.87222000000
4852,Korokou Dispensary,Dispensary,Other Faith Based,West Pokot,1.94948000000,35.23447000000
4853,Korondille Health Centre,Health Centre,Ministry of Health,Wajir,2.99848000000,39.31952000000
4854,Korongoi Dispensary,Dispensary,Ministry of Health,Elgeyo Marakwet,1.10177000000,35.33958000000
4855,Korosiandet Dispensary,Dispensary,Ministry of Health,Bungoma,0.74446000000,34.43910000000
4856,Koroto Dispensary,Dispensary,Ministry of Health,Baringo,0.62222000000,35.90673000000
4857,Korr Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Marsabit,2.06362000000,37.49600000000
4858,Koru Dispensary,Dispensary,Ministry of Health,Kisumu,-0.18070000000,35.26685000000
4859,Koru Mission Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Kisumu,-0.18582000000,35.27415000000
4860,Korwenje Dispensary,Dispensary,Ministry of Health,Kisumu,-0.04739000000,34.49191000000
4861,Kory Family Hospital,Nursing Home,Private Enterprise (Institution),Bungoma,0.34892000000,39.90300000000
4862,Kosele Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.42044000000,34.68755000000
4863,Koshok Dispensary,Dispensary,Ministry of Health,Bungoma,0.83895000000,34.66057000000
4864,Kosikiria Dispensary,Dispensary,Ministry of Health,Turkana,2.92214000000,35.94710000000
4865,Kositei Dispensary,Dispensary,Ministry of Health,Baringo,0.94907000000,35.94190000000
4866,Kotile Health Centre,Health Centre,Ministry of Health,Garissa,-1.96993000000,40.20611000000
4867,Kotulo Health Centre (Mandera Central),Health Centre,Ministry of Health,Mandera,2.44535000000,40.65220000000
4868,Kowino Dispensary,Dispensary,Local Authority,Kisumu,-0.11414000000,34.76895000000
4869,Koyasa Dispensary,Dispensary,Ministry of Health,Turkana,4.99120000000,35.51120000000
4870,Koyo Health Centre,Health Centre,Ministry of Health,Nandi,0.03869000000,35.05547000000
4871,Koywech Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.44755000000,34.72799000000
4872,Kr Memorial Medical Clinic,Medical Clinic,Private Enterprise (Institution),Embu,-0.42268000000,37.57028000000
4873,Krezze Dispensary,Dispensary,Ministry of Health,Baringo,1.45459000000,35.73904000000
4874,KRICH Dispensary,Dispensary,Ministry of Health,West Pokot,1.69610000000,35.34537000000
4875,Krisvin Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nyandarua,0.05836000000,36.53064000000
4876,KTTID Dispensary,Dispensary,Ministry of Health,Nairobi,-1.33004000000,36.71683000000
4877,Kubura Dispensary,Dispensary,Ministry of Health,Bungoma,0.00000000000,34.56040000000
